movie_id,title,genres,year,tmdb_id,imdb_id,overview,tagline,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,keywords,cast,director
7262,Catch That Kid (2004),Action|Adventure|Children|Comedy|Crime,2004,20483,tt0337917,"Athletic 12-year-old Maddy (Kristen Stewart) shares an enthusiasm for mountain climbing with her father, Tom (Sam Robards). Unfortunately, Tom suffers a spinal injury while scaling Mount Everest, and his family is unable to afford the surgery that can save him. Maddy decides to get the money for her father's operation by robbing a high-security bank. She relies on her climbing skills and help from her geeky friends (Max Thieriot, Corbin Bleu) to pull it off successfully.",They're on a mission without permission.,5.0,78.0,5.2,10284.0,bank robbery,KristenStewart CorbinBleu MaxThieriot JenniferBeals ,BartFreundlich
7263,Miracle (2004),Drama,2004,14292,tt0349825,"In 1980, the United States Ice Hockey team's coach, Herb Brooks, put a ragtag squad of college kids up against the legendary juggernaut from the Soviet Union at the Olympic Games. Despite the long odds, Team USA carried the pride of a nation yearning for a distraction from world events. With the world watching, the team rose to the occasion, prompting broadcaster Al Michaels' now famous question to the millions viewing at home: ""Do you believe in miracles?"" Yes!","If you believe in yourself, anything can happen.",7.0,162.0,7.5,53535.0,olympic games sport ice hockey milwaukee wisconsin st. paul minnesota gas rationing lake placid new york aftercreditsstinger duringcreditsstinger,KurtRussell PatriciaClarkson NoahEmmerich SeanMcCann ,GavinO'Connor
7264,An Amazing Couple (2002),Comedy|Romance,2002,44539,tt0234940,"Cécile et Alain vivent ensemble depuis vingt ans. Il est le patron d'une petite entreprise de haute technologie à Grenoble, qui fonctionne plutôt bien, tandis qu'elle est prof. Tous les deux forment un couple modèle, épatant, indestructible, au grand désespoir de Georges, un ami médecin, qui convoite Cécile.",,7.0,3.0,6.5,1073.0,,OrnellaMuti ValérieMairesse CatherineFrot DominiqueBlanc ,LucasBelvaux
7265,"Dreamers, The (2003)",Drama,2003,1278,tt0309987,A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the '68 Paris student riots.,Together nothing is impossible. Together nothing is forbidden.,7.2,680.0,7.2,118882.0,paris love triangle male nudity female nudity sex hotel sexuality cinephilia flat bathing riot first time students' movement crush american twins apartment incest,MichaelPitt EvaGreen LouisGarrel AnnaChancellor ,BernardoBertolucci
7266,"Lost Skeleton of Cadavra, The (2002)",Comedy|Horror|Sci-Fi,2002,18841,tt0307109,"Remember the good old days when anyone with a camera and a few thousand bucks could schlep up to Bronson canyon and quickly make a cheap sci-fi/horror B-movie? Well, they're back! The Lost Skeleton of Cadavra is an affectionate, meticulous re-creation of those notoriously cheesy clunkers, as a gaggle of beloved stereotypes pursue ""that rarest of radioactive elements - atmospherium.""",No One Can Stand Its Mental Power!,6.5,30.0,6.9,4871.0,monster mutant skeleton alien life-form science,FayMasterson AndrewParks SusanMcConnell BrianHowe ,LarryBlamire
7282,"Hip Hop Witch, Da (2000)",Comedy|Horror|Thriller,2000,76176,tt0245943,"5 teenage rappers gets notice of a mysterious witch that supposedly lurks in the ghetto and those who are attacked by her gets a successful hip-hop career. In their search for the witch, they come across various rappers whom already been attacked and retells their experiences.",,1.0,2.0,1.4,1290.0,,Eminem VanillaIce Pras JaRule ,DaleResteghini
7285,Thirteen (2003),Drama,2003,11023,tt0328538,"Tracy is a normal 13-year-old trying to make it in school. After befriending the most popular girl at school, Evie, Tracy's world is turned upside down when Evie introduces her to a world of sex, drugs and cash. But it isn't long before Tracy's new world and attitude finally takes a toll on her, her family, and old friends.",It's happening so fast.,6.6,355.0,6.8,85607.0,cheating dysfunctional family teen angst underage drinking domestic violence makeover drug overdose teacher student relationship street life movie theater razor blade tattoo shop peer pressure shoe store overachiever reference to jack black flunking out of school promiscuous mother glue sniffing woman director,EvanRachelWood NikkiReed VanessaHudgens HollyHunter ,CatherineHardwicke
7292,Best Defense (1984),Comedy|War,1984,11221,tt0086955,"Wylie is a lazy engineer. Landry is a Sergeant specialising in Armour. They have never met but their lives become entangled when Landry must take the tank Wylie designed into combat. Wylie is waiting for his employer to go out of business when he meets another engineer who gives him a disk with the plans for a system that will save his employer. The other engineer is dead moments later leaving Wylie with the disk and credit for the design. Suddenly Wylie is no longer a hack, but the saviour of his company and finds his life is no longer the same.","Unfortunately, they're both on our side.",3.6,25.0,3.8,6020.0,middle east armor kgb test error engineer army,DudleyMoore EddieMurphy KateCapshaw GeorgeDzundza ,WillardHuyck
7293,50 First Dates (2004),Comedy|Romance,2004,1824,tt0343660,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",Imagine having to win over the girl of your dreams... every friggin' day.,6.6,2161.0,6.8,346822.0,deja vu amnesia hawaii ladykiller romantic comedy,AdamSandler DrewBarrymore RobSchneider SeanAstin ,PeterSegal
7294,Welcome to Mooseport (2004),Comedy,2004,16784,tt0361925,"A US president (Gene Hackman) who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate (Ray Romano).",,4.8,54.0,5.3,12702.0,,RayRomano GeneHackman MarciaGayHarden MauraTierney ,DonaldPetrie
7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),Comedy|Drama,2003,11083,tt0323872,"Swedish efficiency researchers come to Norway for a study of Norwegian men, to optimize their use of their kitchen. Folke Nilsson (Tomas Norström) is assigned to study the habits of Isak Bjørvik (Joachim Calmeyer). By the rules of the research institute, Folke has to sit on an umpire's chair in Isak's kitchen and observe him from there, but never talk to him. Isak stops using his kitchen and observes Folke through a hole in the ceiling instead. However, the two lonely men slowly overcome the initial post-war Norwegian-Swede distrust and become friends.",,7.0,24.0,7.3,8289.0,bachelor housewife kitchen beobachtung hochsitz,JoachimCalmeyer TomasNorström BjørnFloberg ReineBrynolfsson ,BentHamer
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drama,2003,337,tt0329388,Monsieur Ibrahim is a story about a young Jewish boy in Paris who meets an old Muslim Turkish grocery store owner. The film touches the themes of friendship and love as the old man is a father figure to the boy as he teaches him of the Koran. The film is based on a book of the popular book by the French author Eric-Emmanuel Schmitt.,,7.0,39.0,7.3,11115.0,paris father son relationship prostitute robbery lovesickness muslim dialogue jewry return istanbul loss of father arabian restart homeland first time piggy bank koran adoption dying and death friendship grocer car crash crush child,OmarSharif PierreBoulanger GilbertMelki IsabelleRenauld ,FrançoisDupeyron
7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),Drama,1951,43376,tt0042619,"A frail priest is assigned to a small French provincial town where he slowly is able to help some wayward souls rediscover their faith in God, but must soon contend with his own realization that he is dying.",,7.7,41.0,7.8,11146.0,,ClaudeLaydu JeanRiveyre AdrienBorel RachelBérendt ,RobertBresson
7302,"Thief of Bagdad, The (1924)",Action|Adventure|Fantasy,1924,28963,tt0015400,A recalcitrant thief vies with a duplicitous Mongol ruler for the hand of a beautiful princess.,"""Happiness Must Be Earned""",7.4,37.0,7.7,6110.0,male nudity treasure magic palace flying carpet bagdad rope princess thief suitor disguise apple,DouglasFairbanks SnitzEdwards CharlesBelcher JulanneJohnston ,RaoulWalsh
7303,The Diary of Anne Frank (1959),Drama|War,1959,2576,tt0052738,"The true, harrowing story of a young Jewish girl who, with her family and their friends, is forced into hiding in an attic in Nazi-occupied Amsterdam.",,7.3,79.0,7.4,12666.0,holocaust world war ii diary biography war jewish girl family nazi occupation,MilliePerkins JosephSchildkraut ShelleyWinters RichardBeymer ,GeorgeStevens
7304,Allegro non troppo (1977),Animation|Comedy|Fantasy|Musical,1977,22561,tt0074121,"The film is a parody of Disney's Fantasia, though possibly more of a challenge to Fantasia than parody status would imply. In the context of this film, ""Allegro non Troppo"" means Not So Fast!, an interjection meaning ""slow down"" or ""think before you act"" and refers to the film's pessimistic view of Western progress (as opposed to the optimism of Disney's original).",,6.9,22.0,7.4,2931.0,italian cat surreal music parody dinosaur bee creation satyr,MaurizioNichetti MaurizioMicheli ,BrunoBozzetto
7305,Black Widow (1987),Crime|Drama|Mystery|Thriller,1987,19345,tt0090738,"Federal agent Alexandra Barnes believes that Catherine Petersen is a serial killer who marries rich men and then murders them for their money. But since Catherine is seemingly a master of disguise and has multiple identities, Alexandra can't prove anything with conventional detective work. With no other option, she goes undercover, pursuing the same man as Catherine, and hoping that Catherine will slip up and reveal her true identity.",She mates and she kills.,6.0,45.0,6.4,9712.0,,DebraWinger TheresaRussell SamiFrey DennisHopper ,BobRafelson
7306,"Herod's Law (Ley de Herodes, La) (2000)",Comedy|Crime|Mystery,2000,14430,tt0221344,"Mexico, 1949. The fable of a janitor turned Mayor on a little town lost in the Mexican desert, who gradually realizes how far his new acquainted power and corruption can get him.",,7.7,23.0,7.8,5876.0,corruption politics political party political prefeito prefeitura,DamiánAlcázar PedroArmendárizJr. DeliaCasanova JuanCarlosColombo ,LuisEstrada
7307,Flesh & Blood (1985),Action|Adventure|Drama|War,1985,12775,tt0089153,"A band of medieval mercenaries take revenge on a noble lord who decides not to pay them by kidnapping the betrothed of the noble's son. As the plague and warfare cut a swathe of destruction throughout the land, the mercenaries hole up in a castle and await their fate.",Betrayed by power. Corrupted by love. Bound by honor.,6.3,87.0,6.7,17847.0,rape sex kidnapping nudity mercenary prince castle sword fight betrayal priest soldier falling in love battle medieval nobility black death statue science vs superstition,RutgerHauer JenniferJasonLeigh TomBurlinson JackThompson ,PaulVerhoeven
7308,King Solomon's Mines (1985),Adventure|Comedy,1985,9838,tt0089421,"Ever in search of adventure, explorer Allan Quatermain agrees to join the beautiful Jesse Huston on a mission to locate her archaeologist father, who has been abducted for his knowledge of the legendary mines of King Solomon. As the kidnappers, led by sinister German military officer Bockner, journey into the wilds of Africa, Allan and Jesse track the party and must contend with fierce natives and dangerous creatures, among other perils.","An action packed adventure, full of laughs and heroics.",5.0,101.0,5.2,13425.0,africa riddle treasure adventure treasure hunt disappearance archaeologist archeology  allan quatermain,RichardChamberlain SharonStone HerbertLom JohnRhys-Davies ,J.LeeThompson
7310,Raw Deal (1986),Action,1986,2099,tt0091828,"Mark Kaminsky is kicked out of the FBI for his rough treatment of a suspect. He winds up as the sheriff of a small town in North Carolina. FBI Chief Harry Shannon, whose son has been killed by a mobster named Patrovina, enlists Kaminsky in a personal vendetta with a promise of reinstatement into the FBI if Patrovina is taken down. To accomplish this, he must go undercover and join Patrovina's gang.",Nobody gives him a Raw Deal,5.5,159.0,5.5,33942.0,chicago fbi mafia boss gangster bomb attack,ArnoldSchwarzenegger KathrynHarrold DarrenMcGavin SamWanamaker ,JohnIrvin
7311,"Goodbye, Mr. Chips (1939)",Drama|Romance,1939,42852,tt0031385,"A shy British teacher looks back nostalgically at his long career, taking note of the people touched his life.",At The Top Of The Year's,7.2,30.0,7.9,10529.0,world war i teacher melodrama school boys' boarding school headmaster boys' school,RobertDonat GreerGarson TerryKilburn JohnMills ,SamWood
7312,"Follow Me, Boys! (1966)",Comedy|Drama,1966,40454,tt0060420,"Lem Siddons is part of a traveling band who has a dream of becoming a lawyer. Deciding to settle down, he finds a job as a stockboy in the general store of a small town. Trying to fit in, he volunteers to become scoutmaster of the newly formed Troop 1. Becoming more and more involved with the scout troop, he finds his plans to become a lawyer being put on the back burner, until he realizes that his life has been fulfilled helping the youth of the small town.",IT CAPTURES ALL...all the happiness and heartbreak of being America's #1 hometown hero.,4.9,7.0,7.1,2368.0,,FredMacMurray VeraMiles LillianGish CharlesRuggles ,NormanTokar
7315,Against the Ropes (2004),Comedy|Drama,2004,8842,tt0312329,"A fictional story inspired by North America's most famous female boxing promoter, Jackie Kallen. Her struggle to survive and succeed in a male dominated sport.",,4.5,32.0,5.3,7117.0,biography sport,MegRyan TonyShalhoub JoeCortese KerryWashington ,CharlesS.Dutton
7316,Confessions of a Teenage Drama Queen (2004),Comedy,2004,11132,tt0361467,"When the teenager Mary Elizabeth Steppe, a.k.a. Lola, moves with her mother and two younger twin sisters from New York to the suburb of Dellwood, New Jersey, she has the feeling that her cultural and entertaining world ended. While in school, the displaced Lola becomes close friend of the unpopular Ella, who is also a great fan of the her favorite rock band Sidarthur. However, the most popular girl in the school, Carla Santini, disputes the lead role in an adaptation of Pygmalion with Lola and also the leadership of their mates. When the last concert of Sidarthur is sold-out, Lola plans with Ella to travel to New York and buy the tickets from scalpers. However, the girls get into trouble while helping the lead singer and Lola's idol Stu Wolf, changing their lives forever.",She's making a scene over everything.,5.1,228.0,4.6,28932.0,rock star spotlight high school party rivalry woman director boys,LindsayLohan AdamGarcia GlenneHeadly AlisonPill ,SaraSugarman
7317,EuroTrip (2004),Adventure|Comedy,2004,9352,tt0356150,"When Scott learns that his longtime cyber-buddy from Berlin is a gorgeous young woman, he and his friends embark on a trip across Europe.",No actual Europeans were harmed in the making of this film.,6.5,673.0,6.6,206643.0,paris berlin alcohol sex nudity adventure pen pals travel nudism marijuana teenager duringcreditsstinger,ScottMechlowicz JacobPitts MichelleTrachtenberg TravisWester ,JeffSchaffer
7318,"Passion of the Christ, The (2004)",Drama,2004,615,tt0335345,"""The Passion of the Christ"" is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well.","By his wounds, we were healed.",6.9,888.0,7.2,225975.0,christianity jewry roman empire jesus christ suffering apostle last supper roman bible mission torture,JimCaviezel MaiaMorgenstern MonicaBellucci RosalindaCelentano ,MelGibson
7319,Club Dread (2004),Comedy|Horror,2004,11217,tt0331953,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort -- a hedonistic island paradise for swingers --- it's up to the club's staff to stop the violence ... or at least hide it!,A vacation to die for,5.1,107.0,5.6,29602.0,island machete beautiful woman serial killer murder hunt,KevinHeffernan JayChandrasekhar PaulSoter ErikStolhanske ,JayChandrasekhar
7320,Dirty Dancing: Havana Nights (2004),Romance,2004,10677,tt0338096,"In pre-revolution Cuba, Katey Miller is about to defy everyone's expectations. Instead of a parent-approved suitor, Katey is drawn to the sexy waiter, Javier, who spends his nights dancing in Havana's nightclubs. As she secretly learns to dance with Javier, she learns the meanings of love, sensuality and independence.",Break the rules. Find your freedom. Live your life.,6.0,154.0,5.9,27973.0,dance reicher amerikaner cuban revolution little boy falling in love,DiegoLuna RomolaGarai SelaWard JohnSlattery ,GuyFerland
7321,Twisted (2004),Thriller,2004,13572,tt0315297,"Recently promoted and transferred to the homicide division, Inspector Jessica Shepard feels pressure to prove herself -- and what better way than by solving San Francisco's latest murder? However, as Shepard and her partner, Mike Delmarco, soon discover, the victim shared a romantic connection to her. As more of Shepard's ex-lovers turn up dead, her mind starts to become unstable, and she begins to wonder if she could be the very killer she's trying to track down.",Every murder has a mark.,5.3,127.0,5.3,21729.0,,AshleyJudd SamuelL.Jackson AndyGarcía DavidStrathairn ,PhilipKaufman
7323,"Good bye, Lenin! (2003)",Comedy|Drama,2003,338,tt0301357,An affectionate and refreshing East/West-Germany comedy about a boy who’s mother was in a coma while the Berlin wall fell and when she wakes up he must try to keep her from learning what happen (since she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,The German Democratic Republic lives on -- in 79 square meters!,7.4,602.0,7.7,144319.0,bureaucracy berlin wall police state coma loss of mother wife husband relationship patriotism german democratic republic socialism news broadcast loss of father lenin single   filmes contra o comunismo,DanielBrühl KatrinSass ChulpanKhamatova MariaSimon ,WolfgangBecker
7324,Hidalgo (2004),Adventure|Drama,2004,2023,tt0317648,"Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world...",Unbridled. Unbroken. Unbeaten.,6.5,321.0,6.7,81179.0,horse race horse racehorse,ViggoMortensen ZuleikhaRobinson OmarSharif AdamAlexi-Malle ,JoeJohnston
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller,2004,9384,tt0335438,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.",They're the man.,5.6,661.0,6.1,145463.0,informant jumping from a rooftop surveillance footage,BenStiller OwenWilson SnoopDogg FredWilliamson ,ToddPhillips
7326,"Reckoning, The (2004)",Crime|Drama,2004,25935,tt0258816,"In 14th Century England, this tale of murder and mystery follows a fugitive priest who falls in with a troupe of actors. As they Arrive in a small town, the actors encounter a woman bing sentenced to death for practicing witchcraft and murder. Discarding the expected bible stories, the actors stage a performance based on the crime. Through the performance of the play, they discover a mystery.",The truth shall come to light,6.4,33.0,6.5,6052.0,priest english medieval,PaulBettany WillemDafoe TomHardy BrianCox ,PaulMcGuigan
7327,Persona (1966),Drama,1966,797,tt0060827,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. Alma eventually confesses her secrets to a seemingly sympathetic Elisabeth and finds that her own personality is being submerged into Elisabeth's persona.",,8.0,353.0,8.1,114722.0,nurse sex confession dream nudity chase betrayal blood medical patient violence silence psychiatry submerged institution persona reflexive cinema,BibiAndersson LivUllmann MargarethaKrook GunnarBjörnstrand ,IngmarBergman
7328,"Passion of Anna, The (Passion, En) (1969)",Drama,1969,42602,tt0064793,"Andreas, a man struggling with the recent demise of his marriage and his own emotional isolation, befriends a married couple also in the midst of psychological turmoil. In turn he meets Anna, who is grieving the recent deaths of her husband and son. She appears zealous in her faith and steadfast in her search for truth, but gradually her delusions surface. Andreas and Anna pursue a love affair, but he is unable to overcome his feelings of deep humiliation and remains disconnected. Meanwhile, the island community is victimized by an unknown person committing acts of animal cruelty.",,7.2,33.0,7.6,9474.0,,MaxvonSydow LivUllmann BibiAndersson ErlandJosephson ,IngmarBergman
7333,"Corbeau, Le (Raven, The) (1943)",Crime|Drama|Thriller,1943,29084,tt0035753,"French village doctor becomes target of poison-pen letters sent to village leaders, accusing him of affairs and practicing abortion.",,7.3,32.0,7.9,9803.0,france poison doctor gossip social outcast rumor abortion,PierreFresnay GinetteLeclerc MichelineFrancey HélénaManson ,Henri-GeorgesClouzot
7335,Pickup on South Street (1953),Film-Noir,1953,25955,tt0046187,A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.,How the law took a chance on a B-girl… and won!,7.2,57.0,7.7,14467.0,cold war pickpocket classic noir,RichardWidmark JeanPeters ThelmaRitter MurvynVye ,SamuelFuller
7336,"Damned, The (La Caduta degli dei) (1969)",Drama|War,1969,41876,tt0064118,"In the early days of Nazi Germany, a powerful noble family must adjust to life under the new dictatorship regime. The transition from democracy to dictatorship is thus dramatized through the lives of the family which also owns a powerful German industrial firm. Through such characters as a German Baron, a child molester, a Nazi Storm Trooper, an innocent man framed for murder, and a Captain in the German SS, ""Damned"" thus shows how so called ""German Upper Class Nobility"" first resented Adolf Hitler, then accepted him, and at last embraced him.",He was soon to become the second most powerful man in Nazi Germany.,6.8,30.0,7.4,8637.0,,DirkBogarde IngridThulin HelmutGriem HelmutBerger ,LuchinoVisconti
7340,Just One of the Guys (1985),Comedy,1985,24548,tt0089393,"When Terry Griffith loses her high school's writing competition, she's convinced that it's because she's a girl. So Terry decides to change high schools and pose as a boy to prove her point. Her brother, Buddy, helps her pass as a guy so well that she is soon making friends with the boys at school, including the attractive Rick, who becomes her new best friend. But her gender-swapping makes things difficult when she falls in love with him.",She's about to go where no girl has gone before!,6.4,64.0,6.5,15576.0,adolescence sexism high school cross dressing teenager teen comedy woman director,JoyceHyser ClaytonRohner BillyJayne ToniHudson ,LisaGottlieb
7344,"Wrong Arm of the Law, The (1963)",Comedy|Crime,1963,42989,tt0056704,"The crooks in London know how it works. No one carries guns and no one resists the police. Then a new gang appears that go one better. They dress as police and steal from the crooks. This upset's the natural order of the police/criminal relationship and the police and the crooks join forces to catch the IPOs (Impersonating Police Officers), including an armoured car robbery in which the police must help the gangs to set a trap.",Meet the Mastermind Who Pulls the Strings in the Underworld...and all his mobs and dolls...filling the London fog with laughter and lunacy!!!,6.9,8.0,6.8,1880.0,london england robbery bank robber black humor police dark comedy independent film impostor informer policeman crooks disguised as cops,PeterSellers LionelJeffries BernardCribbins NanetteNewman ,CliffOwen
7345,Agent Cody Banks 2: Destination London (2004),Action|Adventure|Children|Comedy,2004,17047,tt0358349,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",Adventure is an attitude.,5.2,145.0,4.5,14920.0,london england cia teenage hero teen spy cia agent,FrankieMuniz AnthonyAnderson HannahSpearritt AlfieAllen ,KevinAllen
7346,"Girl Next Door, The (2004)",Comedy|Romance,2004,10591,tt0265208,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",Matt never saw her coming... but all his friends had!,6.3,844.0,6.7,220213.0,porn actor pornographic video high school school party blonde girl next door,EmileHirsch ElishaCuthbert TimothyOlyphant JamesRemar ,LukeGreenfield
7347,Secret Window (2004),Mystery|Thriller,2004,1586,tt0363988,"Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.",The most important part of a story is the ending.,6.4,1007.0,6.5,192130.0,alcohol adultery detective mississippi jealousy isolation paranoia motel window nightmare letter ax notebook police murder mystery arson writer divorce,JohnnyDepp JohnTurturro MariaBello TimothyHutton ,DavidKoepp
7348,Spartan (2004),Thriller,2004,11169,tt0360009,"U.S. government agent Scott is assigned to rescue the daughter of a high-ranking government official. As willing as he is to bend the rules to get things done, though, Scott is shocked to find that others are willing to go even further to protect a political career.",She's missing,6.3,104.0,6.5,31597.0,secret agent politics dubai illegal prostitution,ValKilmer DerekLuke WilliamH.Macy TiaTexada ,DavidMamet
7349,Broken Wings (Knafayim Shvurot) (2002),Drama,2002,49689,tt0317842,"Daphne and her four children try to cope with the abrupt death of husband/father. As the family seems to fall apart, a sudden incident gives them a chance to heal their 'broken wings'.",,6.8,13.0,7.4,2423.0,haifa israel,OrlySilbersatzBanai MayaMaron DanielMagon VladimirFriedman ,NirBergman
7352,Wilbur Wants to Kill Himself (2002),Comedy|Drama|Romance,2002,156,tt0329767,"The strange comedy film of two close brothers; one, Wilbur, who wants to kill himself, and the other, Harbour, who tries to prevent this. When their father dies leaving them his bookstore they meet a woman who makes their lives a bit better yet with a bit more trouble as well.",Meet a man dying to live,6.8,25.0,6.8,7838.0,love triangle suicide brother brother relationship bookshop glasgow irony depression optimism suicide attempt cleaning lady dead wish dying and death unsociability single cancer hospital psychiatrist woman director,JamieSives AdrianRawlins ShirleyHenderson LisaMcKinlay ,LoneScherfig
7354,Mad Dog and Glory (1993),Comedy|Drama|Romance,1993,10433,tt0107473,"Wayne Dobie is a shy cop whose low-key demeanor has earned him the affectionate nickname ""Mad Dog."" After Mad Dog saves the life of Frank Milo, a crime boss and aspiring stand-up comedian, he's offered the company of an attractive young waitress named Glory for a week. At first both are uneasy about the arrangement, but they eventually fall in love. However, the situation becomes complicated when Milo demands Glory back.",A cop who'd rather be an artist. A mobster who'd rather be a comic. And a woman who'd rather be anywhere but between them.,5.5,78.0,6.2,21560.0,fistfight police life-saver cop singing city,RobertDeNiro UmaThurman BillMurray DavidCaruso ,JohnMcNaughton
7357,Peyton Place (1957),Drama|Romance,1957,43236,tt0050839,"Grace Metalious' once-notorious bestseller Peyton Place is given a lavish -- and necessarily toned-down -- film treatment in this deluxe 20th Century-Fox production.  Set during WWII, the film concentrates on several denizens of the outwardly respectable New England community of Peyton Place.  Top-billed Lana Turner plays shopkeeper Constance McKenzie, who tries to make up for a past indiscretion -- which resulted in her illegitimate daughter Allison (Diane Varsi) -- by adopting a chaste, prudish attitude towards all things sexual.  In spite of herself, Constance can't help but be attracted to handsome new teacher Michael Rossi (Lee Philips).  Meanwhile, the restless Allison, who'd like to be as footloose and fancy-free as the town's ""fast girl"" Betty Anderson (Terry Moore), falls sincerely in love with mixed-up mama's boy Norman Page (Russ Tamblyn).",Small town America will never be the same again.,6.3,16.0,7.2,5921.0,small town scandal new england,LanaTurner DianeVarsi HopeLange LeePhilips ,MarkRobson
7360,Dawn of the Dead (2004),Action|Drama|Horror|Thriller,2004,924,tt0363547,"A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name.","When the undead rise, civilization will fall.",6.8,1039.0,7.3,250842.0,refugee mass murder habor car journey department store blackout bus ride pregnancy and birth dying and death bite to shoot dead lorry munition basement garage guard zombie dog car duringcreditsstinger,SarahPolley VingRhames JakeWeber MekhiPhifer ,ZackSnyder
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,2004,38,tt0338013,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",You can erase someone from your mind. Getting them out of your heart is another story.,7.9,3758.0,8.3,974669.0,deja vu regret jealousy amnesia dream operation relationship problems love memory brainwashing relationship heartbreak nonlinear timeline love story bittersweet,JimCarrey KateWinslet KirstenDunst MarkRuffalo ,MichelGondry
7362,Taking Lives (2004),Crime|Drama|Thriller,2004,11081,tt0364045,"Recruited to assist Montreal police in their desperate search for a serial killer who assumes the identities of his victims, FBI profiler Illeana Scott knows it's only a matter of time before the killer strikes again. Her most promising lead is a museum employee who might be the killer's only eyewitness.",He would kill to be you.,6.0,356.0,6.2,88625.0,underdog strangeness special capabilities undercover agent investigation special unit montreal serial killer colleague,AngelinaJolie EthanHawke KieferSutherland GenaRowlands ,D.J.Caruso
7364,Intermission (2003),Comedy|Crime|Drama,2003,16941,tt0332658,"A raucous story of the interweaving lives and loves of small-town delinquents, shady cops, pretty good girls and very bad boys. With Irish guts and grit, lives collide, preconceptions shatter and romance is tested to the extreme. An ill-timed and poorly executed couple's break-up sets off a chain of events affecting everyone in town.",Life is what happens in between.,6.4,51.0,6.8,15777.0,suspense thriller independent film,ColinFarrell ColmMeaney KellyMacdonald CillianMurphy ,JohnCrowley
7366,Jersey Girl (2004),Comedy|Drama|Romance,2004,9541,tt0300051,"Ollie Trinke is a young, suave music publicist who seems to have it all, with a new wife and a baby on the way. But life deals him a bum hand when he's suddenly faced with single fatherhood, a defunct career and having to move in with his father. To bounce back, it takes a new love and the courage instilled in him by his daughter.",He wanted it all...but he got more than he bargained for.,5.8,333.0,6.2,65647.0,yuppie daughter loss of wife,BenAffleck RaquelCastro LivTyler JenniferLopez ,KevinSmith
7367,"Ladykillers, The (2004)",Comedy|Crime,2004,5516,tt0335245,"An eccentric, if not charming Southern professor and his crew pose as a band in order to rob a casino, all under the nose of his unsuspecting landlord – a sharp old woman.",The greatest criminal minds of all time have finally met their match.,6.0,421.0,6.2,103705.0,church choir hiding place garbage duringcreditsstinger,TomHanks IrmaP.Hall MarlonWayans J.K.Simmons ,JoelCoen
7368,Never Die Alone (2004),Crime|Drama|Thriller,2004,20304,tt0354766,A drug kingpin's return home touches off a turf war.,No king rules forever.,5.7,34.0,5.6,5796.0,,DMX MichaelEaly DrewSidora DavidArquette ,ErnestR.Dickerson
